JOB,L1,L2,L3
case_630,main_6,sub_6_5,deep_6_5_46
case_291,main_6,sub_6_5,deep_6_5_46
case_479,main_6,sub_6_5,deep_6_5_46
case_24,main_6,sub_6_5,deep_6_5_46
case_536,main_6,sub_6_5,deep_6_5_46
case_584,main_6,sub_6_5,deep_6_5_46
case_766,main_6,sub_6_5,deep_6_5_46
case_766,main_6,sub_6_5,deep_6_5_46
case_364,main_6,sub_6_5,deep_6_5_46
case_360,main_6,sub_6_5,deep_6_5_46
case_690,main_6,sub_6_5,deep_6_5_46
case_319,main_6,sub_6_5,deep_6_5_46
case_374,main_6,sub_6_5,deep_6_5_47
case_152,main_6,sub_6_5,deep_6_5_47
case_220,main_6,sub_6_5,deep_6_5_47
case_225,main_6,sub_6_5,deep_6_5_47
case_382,main_6,sub_6_5,deep_6_5_47
case_305,main_6,sub_6_5,deep_6_5_47
case_751,main_6,sub_6_5,deep_6_5_47
case_125,main_6,sub_6_5,deep_6_5_47
case_627,main_6,sub_6_5,deep_6_5_47
case_731,main_6,sub_6_5,deep_6_5_47
case_31,main_6,sub_6_5,deep_6_5_47
case_97,main_6,sub_6_5,deep_6_5_47
case_67,main_6,sub_6_5,deep_6_5_47
case_152,main_6,sub_6_5,deep_6_5_47
case_180,main_6,sub_6_5,deep_6_5_47
case_629,main_6,sub_6_5,deep_6_5_47
case_310,main_6,sub_6_5,deep_6_5_47
case_339,main_6,sub_6_5,deep_6_5_47
case_520,main_6,sub_6_5,deep_6_5_48
case_654,main_6,sub_6_5,deep_6_5_48
case_696,main_6,sub_6_5,deep_6_5_48
case_326,main_6,sub_6_5,deep_6_5_48
case_703,main_6,sub_6_5,deep_6_5_48
case_173,main_6,sub_6_5,deep_6_5_48
case_649,main_6,sub_6_5,deep_6_5_48
case_573,main_6,sub_6_5,deep_6_5_48
case_631,main_6,sub_6_5,deep_6_5_49
case_154,main_6,sub_6_5,deep_6_5_49
case_138,main_6,sub_6_5,deep_6_5_49
case_246,main_6,sub_6_5,deep_6_5_49
case_611,main_6,sub_6_5,deep_6_5_49
case_271,main_6,sub_6_5,deep_6_5_49
case_265,main_6,sub_6_5,deep_6_5_49
case_31,main_6,sub_6_5,deep_6_5_49
case_270,main_6,sub_6_5,deep_6_5_49
case_718,main_6,sub_6_5,deep_6_5_49
case_718,main_6,sub_6_5,deep_6_5_49
case_584,main_6,sub_6_5,deep_6_5_49
case_367,main_6,sub_6_5,deep_6_5_49
case_195,main_6,sub_6_5,deep_6_5_49
case_75,main_6,sub_6_5,deep_6_5_49
case_294,main_6,sub_6_5,deep_6_5_49
case_443,main_6,sub_6_6,deep_6_6_0
case_623,main_6,sub_6_6,deep_6_6_0
case_201,main_6,sub_6_6,deep_6_6_0
case_100,main_6,sub_6_6,deep_6_6_0
case_236,main_6,sub_6_6,deep_6_6_0
case_81,main_6,sub_6_6,deep_6_6_0
case_277,main_6,sub_6_6,deep_6_6_0
case_463,main_6,sub_6_6,deep_6_6_0
case_124,main_6,sub_6_6,deep_6_6_0
case_563,main_6,sub_6_6,deep_6_6_0
case_177,main_6,sub_6_6,deep_6_6_1
case_632,main_6,sub_6_6,deep_6_6_1
case_475,main_6,sub_6_6,deep_6_6_1
case_317,main_6,sub_6_6,deep_6_6_1
case_259,main_6,sub_6_6,deep_6_6_1
case_399,main_6,sub_6_6,deep_6_6_1
case_402,main_6,sub_6_6,deep_6_6_1
case_580,main_6,sub_6_6,deep_6_6_1
case_338,main_6,sub_6_6,deep_6_6_1
case_443,main_6,sub_6_6,deep_6_6_1
case_231,main_6,sub_6_6,deep_6_6_1
case_199,main_6,sub_6_6,deep_6_6_1
case_251,main_6,sub_6_6,deep_6_6_1
case_396,main_6,sub_6_6,deep_6_6_1
case_509,main_6,sub_6_6,deep_6_6_1
case_240,main_6,sub_6_6,deep_6_6_1
case_728,main_6,sub_6_6,deep_6_6_1
case_278,main_6,sub_6_6,deep_6_6_1
case_573,main_6,sub_6_6,deep_6_6_2
case_642,main_6,sub_6_6,deep_6_6_2
case_543,main_6,sub_6_6,deep_6_6_2
case_680,main_6,sub_6_6,deep_6_6_2
case_186,main_6,sub_6_6,deep_6_6_3
case_534,main_6,sub_6_6,deep_6_6_3
case_622,main_6,sub_6_6,deep_6_6_3
case_52,main_6,sub_6_6,deep_6_6_3
case_598,main_6,sub_6_6,deep_6_6_3
case_630,main_6,sub_6_6,deep_6_6_3
case_398,main_6,sub_6_6,deep_6_6_3
case_676,main_6,sub_6_6,deep_6_6_3
case_679,main_6,sub_6_6,deep_6_6_4
case_564,main_6,sub_6_6,deep_6_6_4
case_608,main_6,sub_6_6,deep_6_6_4
case_589,main_6,sub_6_6,deep_6_6_4
case_223,main_6,sub_6_6,deep_6_6_4
case_488,main_6,sub_6_6,deep_6_6_4
case_167,main_6,sub_6_6,deep_6_6_4
case_512,main_6,sub_6_6,deep_6_6_4
case_541,main_6,sub_6_6,deep_6_6_5
case_764,main_6,sub_6_6,deep_6_6_5
case_73,main_6,sub_6_6,deep_6_6_5
case_611,main_6,sub_6_6,deep_6_6_5
case_765,main_6,sub_6_6,deep_6_6_6
case_437,main_6,sub_6_6,deep_6_6_6
case_121,main_6,sub_6_6,deep_6_6_6
case_86,main_6,sub_6_6,deep_6_6_6
case_623,main_6,sub_6_6,deep_6_6_6
case_350,main_6,sub_6_6,deep_6_6_6
case_326,main_6,sub_6_6,deep_6_6_6
case_754,main_6,sub_6_6,deep_6_6_6
case_108,main_6,sub_6_6,deep_6_6_6
case_743,main_6,sub_6_6,deep_6_6_6
case_217,main_6,sub_6_6,deep_6_6_7
case_280,main_6,sub_6_6,deep_6_6_7
case_725,main_6,sub_6_6,deep_6_6_7
case_405,main_6,sub_6_6,deep_6_6_7
case_381,main_6,sub_6_6,deep_6_6_7
case_2,main_6,sub_6_6,deep_6_6_7
case_545,main_6,sub_6_6,deep_6_6_7
case_723,main_6,sub_6_6,deep_6_6_7
case_565,main_6,sub_6_6,deep_6_6_7
case_609,main_6,sub_6_6,deep_6_6_7
case_276,main_6,sub_6_6,deep_6_6_7
case_125,main_6,sub_6_6,deep_6_6_7
case_673,main_6,sub_6_6,deep_6_6_7
case_415,main_6,sub_6_6,deep_6_6_7
case_639,main_6,sub_6_6,deep_6_6_7
case_453,main_6,sub_6_6,deep_6_6_7
case_85,main_6,sub_6_6,deep_6_6_8
case_558,main_6,sub_6_6,deep_6_6_8
case_199,main_6,sub_6_6,deep_6_6_8
case_292,main_6,sub_6_6,deep_6_6_8
case_133,main_6,sub_6_6,deep_6_6_8
case_196,main_6,sub_6_6,deep_6_6_8
case_709,main_6,sub_6_6,deep_6_6_8
case_166,main_6,sub_6_6,deep_6_6_8
case_510,main_6,sub_6_6,deep_6_6_9
case_185,main_6,sub_6_6,deep_6_6_9
case_667,main_6,sub_6_6,deep_6_6_9
case_696,main_6,sub_6_6,deep_6_6_9
case_266,main_6,sub_6_6,deep_6_6_9
case_32,main_6,sub_6_6,deep_6_6_9
case_155,main_6,sub_6_6,deep_6_6_9
case_477,main_6,sub_6_6,deep_6_6_9
case_734,main_6,sub_6_6,deep_6_6_9
case_723,main_6,sub_6_6,deep_6_6_9
case_456,main_6,sub_6_6,deep_6_6_9
case_342,main_6,sub_6_6,deep_6_6_9
case_153,main_6,sub_6_6,deep_6_6_10
case_474,main_6,sub_6_6,deep_6_6_10
case_8,main_6,sub_6_6,deep_6_6_10
case_220,main_6,sub_6_6,deep_6_6_10
case_673,main_6,sub_6_6,deep_6_6_10
case_755,main_6,sub_6_6,deep_6_6_10
case_663,main_6,sub_6_6,deep_6_6_10
case_125,main_6,sub_6_6,deep_6_6_10
case_115,main_6,sub_6_6,deep_6_6_10
case_512,main_6,sub_6_6,deep_6_6_10
case_134,main_6,sub_6_6,deep_6_6_10
case_80,main_6,sub_6_6,deep_6_6_10
case_28,main_6,sub_6_6,deep_6_6_11
case_622,main_6,sub_6_6,deep_6_6_11
case_698,main_6,sub_6_6,deep_6_6_11
case_655,main_6,sub_6_6,deep_6_6_11
case_163,main_6,sub_6_6,deep_6_6_11
case_692,main_6,sub_6_6,deep_6_6_11
case_282,main_6,sub_6_6,deep_6_6_11
case_639,main_6,sub_6_6,deep_6_6_11
case_356,main_6,sub_6_6,deep_6_6_11
case_154,main_6,sub_6_6,deep_6_6_11
case_749,main_6,sub_6_6,deep_6_6_11
case_39,main_6,sub_6_6,deep_6_6_11
case_53,main_6,sub_6_6,deep_6_6_11
case_469,main_6,sub_6_6,deep_6_6_11
case_667,main_6,sub_6_6,deep_6_6_11
case_75,main_6,sub_6_6,deep_6_6_11
case_241,main_6,sub_6_6,deep_6_6_12
case_701,main_6,sub_6_6,deep_6_6_12
case_582,main_6,sub_6_6,deep_6_6_12
case_116,main_6,sub_6_6,deep_6_6_12
case_94,main_6,sub_6_6,deep_6_6_12
case_576,main_6,sub_6_6,deep_6_6_12
case_740,main_6,sub_6_6,deep_6_6_12
case_38,main_6,sub_6_6,deep_6_6_12
case_37,main_6,sub_6_6,deep_6_6_13
case_660,main_6,sub_6_6,deep_6_6_13
case_14,main_6,sub_6_6,deep_6_6_13
case_25,main_6,sub_6_6,deep_6_6_13
case_669,main_6,sub_6_6,deep_6_6_13
case_693,main_6,sub_6_6,deep_6_6_13
case_686,main_6,sub_6_6,deep_6_6_13
case_764,main_6,sub_6_6,deep_6_6_13
case_754,main_6,sub_6_6,deep_6_6_13
case_598,main_6,sub_6_6,deep_6_6_13
case_481,main_6,sub_6_6,deep_6_6_13
case_37,main_6,sub_6_6,deep_6_6_13
case_331,main_6,sub_6_6,deep_6_6_13
case_201,main_6,sub_6_6,deep_6_6_13
case_670,main_6,sub_6_6,deep_6_6_13
case_356,main_6,sub_6_6,deep_6_6_13
case_504,main_6,sub_6_6,deep_6_6_14
case_752,main_6,sub_6_6,deep_6_6_14
case_648,main_6,sub_6_6,deep_6_6_14
case_497,main_6,sub_6_6,deep_6_6_14
case_552,main_6,sub_6_6,deep_6_6_14
case_659,main_6,sub_6_6,deep_6_6_14
case_440,main_6,sub_6_6,deep_6_6_15
case_687,main_6,sub_6_6,deep_6_6_15
case_114,main_6,sub_6_6,deep_6_6_15
case_500,main_6,sub_6_6,deep_6_6_15
case_140,main_6,sub_6_6,deep_6_6_15
case_590,main_6,sub_6_6,deep_6_6_15
case_360,main_6,sub_6_6,deep_6_6_15
case_49,main_6,sub_6_6,deep_6_6_15
case_741,main_6,sub_6_6,deep_6_6_15
case_495,main_6,sub_6_6,deep_6_6_15
case_532,main_6,sub_6_6,deep_6_6_15
case_34,main_6,sub_6_6,deep_6_6_15
case_247,main_6,sub_6_6,deep_6_6_15
case_218,main_6,sub_6_6,deep_6_6_15
case_532,main_6,sub_6_6,deep_6_6_15
case_348,main_6,sub_6_6,deep_6_6_15
case_301,main_6,sub_6_6,deep_6_6_16
case_68,main_6,sub_6_6,deep_6_6_16
case_613,main_6,sub_6_6,deep_6_6_16
case_9,main_6,sub_6_6,deep_6_6_16
case_248,main_6,sub_6_6,deep_6_6_16
case_377,main_6,sub_6_6,deep_6_6_16
case_742,main_6,sub_6_6,deep_6_6_16
case_359,main_6,sub_6_6,deep_6_6_16
case_32,main_6,sub_6_6,deep_6_6_16
case_563,main_6,sub_6_6,deep_6_6_16
case_479,main_6,sub_6_6,deep_6_6_16
case_526,main_6,sub_6_6,deep_6_6_16
case_55,main_6,sub_6_6,deep_6_6_17
case_752,main_6,sub_6_6,deep_6_6_17
case_728,main_6,sub_6_6,deep_6_6_17
case_64,main_6,sub_6_6,deep_6_6_17
case_546,main_6,sub_6_6,deep_6_6_17
case_41,main_6,sub_6_6,deep_6_6_17
case_679,main_6,sub_6_6,deep_6_6_17
case_12,main_6,sub_6_6,deep_6_6_17
case_395,main_6,sub_6_6,deep_6_6_17
case_516,main_6,sub_6_6,deep_6_6_17
case_751,main_6,sub_6_6,deep_6_6_18
case_84,main_6,sub_6_6,deep_6_6_18
case_340,main_6,sub_6_6,deep_6_6_18
case_5,main_6,sub_6_6,deep_6_6_18
case_15,main_6,sub_6_6,deep_6_6_18
case_677,main_6,sub_6_6,deep_6_6_18
case_542,main_6,sub_6_6,deep_6_6_18
case_729,main_6,sub_6_6,deep_6_6_18
case_383,main_6,sub_6_6,deep_6_6_19
case_545,main_6,sub_6_6,deep_6_6_19
case_310,main_6,sub_6_6,deep_6_6_19
case_593,main_6,sub_6_6,deep_6_6_19
case_735,main_6,sub_6_6,deep_6_6_20
case_173,main_6,sub_6_6,deep_6_6_20
case_383,main_6,sub_6_6,deep_6_6_20
case_335,main_6,sub_6_6,deep_6_6_20
case_234,main_6,sub_6_6,deep_6_6_21
case_74,main_6,sub_6_6,deep_6_6_21
case_407,main_6,sub_6_6,deep_6_6_21
case_511,main_6,sub_6_6,deep_6_6_21
case_769,main_6,sub_6_6,deep_6_6_22
case_662,main_6,sub_6_6,deep_6_6_22
case_160,main_6,sub_6_6,deep_6_6_23
case_728,main_6,sub_6_6,deep_6_6_23
case_776,main_6,sub_6_6,deep_6_6_23
case_615,main_6,sub_6_6,deep_6_6_23
case_289,main_6,sub_6_6,deep_6_6_23
case_476,main_6,sub_6_6,deep_6_6_23
case_411,main_6,sub_6_6,deep_6_6_23
case_71,main_6,sub_6_6,deep_6_6_23
case_136,main_6,sub_6_6,deep_6_6_23
case_720,main_6,sub_6_6,deep_6_6_23
case_472,main_6,sub_6_6,deep_6_6_23
case_594,main_6,sub_6_6,deep_6_6_23
case_344,main_6,sub_6_6,deep_6_6_23
case_579,main_6,sub_6_6,deep_6_6_23
case_584,main_6,sub_6_6,deep_6_6_24
case_474,main_6,sub_6_6,deep_6_6_24
case_19,main_6,sub_6_6,deep_6_6_24
case_270,main_6,sub_6_6,deep_6_6_24
case_603,main_6,sub_6_6,deep_6_6_24
case_63,main_6,sub_6_6,deep_6_6_24
case_766,main_6,sub_6_6,deep_6_6_24
case_518,main_6,sub_6_6,deep_6_6_24
case_205,main_6,sub_6_6,deep_6_6_24
case_199,main_6,sub_6_6,deep_6_6_24
case_266,main_6,sub_6_6,deep_6_6_25
case_321,main_6,sub_6_6,deep_6_6_25
case_102,main_6,sub_6_6,deep_6_6_25
case_772,main_6,sub_6_6,deep_6_6_25
case_649,main_6,sub_6_6,deep_6_6_25
case_638,main_6,sub_6_6,deep_6_6_25
case_764,main_6,sub_6_6,deep_6_6_26
case_207,main_6,sub_6_6,deep_6_6_26
case_82,main_6,sub_6_6,deep_6_6_26
case_764,main_6,sub_6_6,deep_6_6_26
case_411,main_6,sub_6_6,deep_6_6_26
case_632,main_6,sub_6_6,deep_6_6_26
case_713,main_6,sub_6_6,deep_6_6_26
case_549,main_6,sub_6_6,deep_6_6_26
case_489,main_6,sub_6_6,deep_6_6_27
case_196,main_6,sub_6_6,deep_6_6_27
case_269,main_6,sub_6_6,deep_6_6_27
case_48,main_6,sub_6_6,deep_6_6_27
case_218,main_6,sub_6_6,deep_6_6_27
case_690,main_6,sub_6_6,deep_6_6_27
case_147,main_6,sub_6_6,deep_6_6_27
case_20,main_6,sub_6_6,deep_6_6_27
case_120,main_6,sub_6_6,deep_6_6_28
case_362,main_6,sub_6_6,deep_6_6_28
case_444,main_6,sub_6_6,deep_6_6_28
case_288,main_6,sub_6_6,deep_6_6_28
case_160,main_6,sub_6_6,deep_6_6_28
case_328,main_6,sub_6_6,deep_6_6_28
case_721,main_6,sub_6_6,deep_6_6_28
case_185,main_6,sub_6_6,deep_6_6_28
case_706,main_6,sub_6_6,deep_6_6_28
case_380,main_6,sub_6_6,deep_6_6_28
case_177,main_6,sub_6_6,deep_6_6_28
case_582,main_6,sub_6_6,deep_6_6_28
case_450,main_6,sub_6_6,deep_6_6_28
case_638,main_6,sub_6_6,deep_6_6_28
case_302,main_6,sub_6_6,deep_6_6_28
case_141,main_6,sub_6_6,deep_6_6_28
case_457,main_6,sub_6_6,deep_6_6_28
case_216,main_6,sub_6_6,deep_6_6_28
case_270,main_6,sub_6_6,deep_6_6_29
case_664,main_6,sub_6_6,deep_6_6_29
case_3,main_6,sub_6_6,deep_6_6_29
case_75,main_6,sub_6_6,deep_6_6_29
case_7,main_6,sub_6_6,deep_6_6_29
case_149,main_6,sub_6_6,deep_6_6_29
case_749,main_6,sub_6_6,deep_6_6_29
case_181,main_6,sub_6_6,deep_6_6_29
case_85,main_6,sub_6_6,deep_6_6_29
case_392,main_6,sub_6_6,deep_6_6_29
case_332,main_6,sub_6_6,deep_6_6_29
case_558,main_6,sub_6_6,deep_6_6_29
case_762,main_6,sub_6_6,deep_6_6_29
case_494,main_6,sub_6_6,deep_6_6_29
case_754,main_6,sub_6_6,deep_6_6_29
case_305,main_6,sub_6_6,deep_6_6_29
case_725,main_6,sub_6_6,deep_6_6_29
case_223,main_6,sub_6_6,deep_6_6_29
case_450,main_6,sub_6_6,deep_6_6_30
case_271,main_6,sub_6_6,deep_6_6_30
case_323,main_6,sub_6_6,deep_6_6_30
case_214,main_6,sub_6_6,deep_6_6_30
case_777,main_6,sub_6_6,deep_6_6_30
case_433,main_6,sub_6_6,deep_6_6_30
case_475,main_6,sub_6_6,deep_6_6_31
case_295,main_6,sub_6_6,deep_6_6_31
case_468,main_6,sub_6_6,deep_6_6_32
case_606,main_6,sub_6_6,deep_6_6_32
case_40,main_6,sub_6_6,deep_6_6_32
case_274,main_6,sub_6_6,deep_6_6_32
case_361,main_6,sub_6_6,deep_6_6_32
case_534,main_6,sub_6_6,deep_6_6_32
case_413,main_6,sub_6_6,deep_6_6_32
case_121,main_6,sub_6_6,deep_6_6_32
case_626,main_6,sub_6_6,deep_6_6_32
case_333,main_6,sub_6_6,deep_6_6_32
case_385,main_6,sub_6_6,deep_6_6_32
case_377,main_6,sub_6_6,deep_6_6_32
case_198,main_6,sub_6_6,deep_6_6_32
case_16,main_6,sub_6_6,deep_6_6_32
case_23,main_6,sub_6_6,deep_6_6_32
case_240,main_6,sub_6_6,deep_6_6_32
case_148,main_6,sub_6_6,deep_6_6_33
case_355,main_6,sub_6_6,deep_6_6_33
case_566,main_6,sub_6_6,deep_6_6_33
case_577,main_6,sub_6_6,deep_6_6_33
case_228,main_6,sub_6_6,deep_6_6_33
case_30,main_6,sub_6_6,deep_6_6_33
case_44,main_6,sub_6_6,deep_6_6_33
case_406,main_6,sub_6_6,deep_6_6_33
case_461,main_6,sub_6_6,deep_6_6_33
case_450,main_6,sub_6_6,deep_6_6_33
case_54,main_6,sub_6_6,deep_6_6_33
case_472,main_6,sub_6_6,deep_6_6_33
case_85,main_6,sub_6_6,deep_6_6_33
case_554,main_6,sub_6_6,deep_6_6_33
case_323,main_6,sub_6_6,deep_6_6_33
case_252,main_6,sub_6_6,deep_6_6_33
case_260,main_6,sub_6_6,deep_6_6_33
case_57,main_6,sub_6_6,deep_6_6_33
case_478,main_6,sub_6_6,deep_6_6_34
case_192,main_6,sub_6_6,deep_6_6_34
case_205,main_6,sub_6_6,deep_6_6_34
case_38,main_6,sub_6_6,deep_6_6_34
case_170,main_6,sub_6_6,deep_6_6_34
case_485,main_6,sub_6_6,deep_6_6_34
case_393,main_6,sub_6_6,deep_6_6_34
case_302,main_6,sub_6_6,deep_6_6_34
case_702,main_6,sub_6_6,deep_6_6_35
case_338,main_6,sub_6_6,deep_6_6_35
case_243,main_6,sub_6_6,deep_6_6_35
case_262,main_6,sub_6_6,deep_6_6_35
case_37,main_6,sub_6_6,deep_6_6_35
case_595,main_6,sub_6_6,deep_6_6_35
case_41,main_6,sub_6_6,deep_6_6_35
case_151,main_6,sub_6_6,deep_6_6_35
case_662,main_6,sub_6_6,deep_6_6_35
case_516,main_6,sub_6_6,deep_6_6_35
case_205,main_6,sub_6_6,deep_6_6_35
case_569,main_6,sub_6_6,deep_6_6_35
case_426,main_6,sub_6_6,deep_6_6_36
case_198,main_6,sub_6_6,deep_6_6_36
case_732,main_6,sub_6_6,deep_6_6_36
case_543,main_6,sub_6_6,deep_6_6_36
case_385,main_6,sub_6_6,deep_6_6_36
case_228,main_6,sub_6_6,deep_6_6_36
case_73,main_6,sub_6_6,deep_6_6_36
case_487,main_6,sub_6_6,deep_6_6_36
case_24,main_6,sub_6_6,deep_6_6_36
case_595,main_6,sub_6_6,deep_6_6_36
case_532,main_6,sub_6_6,deep_6_6_36
case_408,main_6,sub_6_6,deep_6_6_36
case_772,main_6,sub_6_6,deep_6_6_37
case_564,main_6,sub_6_6,deep_6_6_37
case_650,main_6,sub_6_6,deep_6_6_37
case_520,main_6,sub_6_6,deep_6_6_37
case_24,main_6,sub_6_6,deep_6_6_37
case_225,main_6,sub_6_6,deep_6_6_37
case_479,main_6,sub_6_6,deep_6_6_38
case_331,main_6,sub_6_6,deep_6_6_38
case_265,main_6,sub_6_6,deep_6_6_38
case_72,main_6,sub_6_6,deep_6_6_38
case_136,main_6,sub_6_6,deep_6_6_38
case_392,main_6,sub_6_6,deep_6_6_38
case_33,main_6,sub_6_6,deep_6_6_38
case_451,main_6,sub_6_6,deep_6_6_38
case_432,main_6,sub_6_6,deep_6_6_38
case_280,main_6,sub_6_6,deep_6_6_38
case_627,main_6,sub_6_6,deep_6_6_39
case_118,main_6,sub_6_6,deep_6_6_39
case_211,main_6,sub_6_6,deep_6_6_39
case_266,main_6,sub_6_6,deep_6_6_39
case_504,main_6,sub_6_6,deep_6_6_39
case_582,main_6,sub_6_6,deep_6_6_39
case_237,main_6,sub_6_6,deep_6_6_39
case_34,main_6,sub_6_6,deep_6_6_39
case_140,main_6,sub_6_6,deep_6_6_39
case_472,main_6,sub_6_6,deep_6_6_39
case_478,main_6,sub_6_6,deep_6_6_39
case_705,main_6,sub_6_6,deep_6_6_39
case_594,main_6,sub_6_6,deep_6_6_40
case_517,main_6,sub_6_6,deep_6_6_40
case_568,main_6,sub_6_6,deep_6_6_40
case_93,main_6,sub_6_6,deep_6_6_40
case_675,main_6,sub_6_6,deep_6_6_40
case_42,main_6,sub_6_6,deep_6_6_40
case_96,main_6,sub_6_6,deep_6_6_40
case_674,main_6,sub_6_6,deep_6_6_40
case_660,main_6,sub_6_6,deep_6_6_40
case_417,main_6,sub_6_6,deep_6_6_40
case_322,main_6,sub_6_6,deep_6_6_40
case_662,main_6,sub_6_6,deep_6_6_40
case_350,main_6,sub_6_6,deep_6_6_40
case_410,main_6,sub_6_6,deep_6_6_40
case_427,main_6,sub_6_6,deep_6_6_40
case_752,main_6,sub_6_6,deep_6_6_40
case_152,main_6,sub_6_6,deep_6_6_40
case_571,main_6,sub_6_6,deep_6_6_40
case_367,main_6,sub_6_6,deep_6_6_41
case_369,main_6,sub_6_6,deep_6_6_41
case_672,main_6,sub_6_6,deep_6_6_41
case_253,main_6,sub_6_6,deep_6_6_41
case_621,main_6,sub_6_6,deep_6_6_41
case_682,main_6,sub_6_6,deep_6_6_41
case_604,main_6,sub_6_6,deep_6_6_41
case_37,main_6,sub_6_6,deep_6_6_41
case_504,main_6,sub_6_6,deep_6_6_41
case_237,main_6,sub_6_6,deep_6_6_41
case_202,main_6,sub_6_6,deep_6_6_41
case_761,main_6,sub_6_6,deep_6_6_41
case_113,main_6,sub_6_6,deep_6_6_42
case_572,main_6,sub_6_6,deep_6_6_42
case_583,main_6,sub_6_6,deep_6_6_42
case_472,main_6,sub_6_6,deep_6_6_42
case_121,main_6,sub_6_6,deep_6_6_42
case_249,main_6,sub_6_6,deep_6_6_42
case_55,main_6,sub_6_6,deep_6_6_42
case_682,main_6,sub_6_6,deep_6_6_42
case_406,main_6,sub_6_6,deep_6_6_42
case_571,main_6,sub_6_6,deep_6_6_42
case_154,main_6,sub_6_6,deep_6_6_42
case_2,main_6,sub_6_6,deep_6_6_42
case_281,main_6,sub_6_6,deep_6_6_42
case_155,main_6,sub_6_6,deep_6_6_42
case_444,main_6,sub_6_6,deep_6_6_42
case_17,main_6,sub_6_6,deep_6_6_42
case_229,main_6,sub_6_6,deep_6_6_42
case_274,main_6,sub_6_6,deep_6_6_42
case_9,main_6,sub_6_6,deep_6_6_43
case_71,main_6,sub_6_6,deep_6_6_43
case_535,main_6,sub_6_6,deep_6_6_43
case_181,main_6,sub_6_6,deep_6_6_43
case_688,main_6,sub_6_6,deep_6_6_43
case_668,main_6,sub_6_6,deep_6_6_43
case_702,main_6,sub_6_6,deep_6_6_43
case_739,main_6,sub_6_6,deep_6_6_43
case_181,main_6,sub_6_6,deep_6_6_43
case_128,main_6,sub_6_6,deep_6_6_43
case_650,main_6,sub_6_6,deep_6_6_43
case_278,main_6,sub_6_6,deep_6_6_43
case_558,main_6,sub_6_6,deep_6_6_43
case_16,main_6,sub_6_6,deep_6_6_43
case_762,main_6,sub_6_6,deep_6_6_43
case_533,main_6,sub_6_6,deep_6_6_43
case_23,main_6,sub_6_6,deep_6_6_44
case_648,main_6,sub_6_6,deep_6_6_44
case_554,main_6,sub_6_6,deep_6_6_44
case_660,main_6,sub_6_6,deep_6_6_44
case_391,main_6,sub_6_6,deep_6_6_44
case_76,main_6,sub_6_6,deep_6_6_44
case_289,main_6,sub_6_6,deep_6_6_44
case_435,main_6,sub_6_6,deep_6_6_44
case_695,main_6,sub_6_6,deep_6_6_44
case_96,main_6,sub_6_6,deep_6_6_44
case_467,main_6,sub_6_6,deep_6_6_45
case_611,main_6,sub_6_6,deep_6_6_45
case_447,main_6,sub_6_6,deep_6_6_45
case_461,main_6,sub_6_6,deep_6_6_45
case_251,main_6,sub_6_6,deep_6_6_45
case_424,main_6,sub_6_6,deep_6_6_45
case_538,main_6,sub_6_6,deep_6_6_45
case_247,main_6,sub_6_6,deep_6_6_45
case_49,main_6,sub_6_6,deep_6_6_45
case_325,main_6,sub_6_6,deep_6_6_45
case_700,main_6,sub_6_6,deep_6_6_46
case_212,main_6,sub_6_6,deep_6_6_46
case_46,main_6,sub_6_6,deep_6_6_46
case_465,main_6,sub_6_6,deep_6_6_46
case_5,main_6,sub_6_6,deep_6_6_46
case_369,main_6,sub_6_6,deep_6_6_46
case_245,main_6,sub_6_6,deep_6_6_46
case_609,main_6,sub_6_6,deep_6_6_46
case_272,main_6,sub_6_6,deep_6_6_46
case_770,main_6,sub_6_6,deep_6_6_46
case_527,main_6,sub_6_6,deep_6_6_46
case_244,main_6,sub_6_6,deep_6_6_46
case_476,main_6,sub_6_6,deep_6_6_47
case_92,main_6,sub_6_6,deep_6_6_47
case_571,main_6,sub_6_6,deep_6_6_47
case_209,main_6,sub_6_6,deep_6_6_47
case_382,main_6,sub_6_6,deep_6_6_47
case_229,main_6,sub_6_6,deep_6_6_47
case_89,main_6,sub_6_6,deep_6_6_47
case_363,main_6,sub_6_6,deep_6_6_47
case_494,main_6,sub_6_6,deep_6_6_47
case_563,main_6,sub_6_6,deep_6_6_47
case_684,main_6,sub_6_6,deep_6_6_48
case_250,main_6,sub_6_6,deep_6_6_48
case_227,main_6,sub_6_6,deep_6_6_48
case_294,main_6,sub_6_6,deep_6_6_48
case_430,main_6,sub_6_6,deep_6_6_48
case_601,main_6,sub_6_6,deep_6_6_48
case_356,main_6,sub_6_6,deep_6_6_48
case_570,main_6,sub_6_6,deep_6_6_48
case_183,main_6,sub_6_6,deep_6_6_48
case_626,main_6,sub_6_6,deep_6_6_48
case_569,main_6,sub_6_6,deep_6_6_48
case_228,main_6,sub_6_6,deep_6_6_48
case_666,main_6,sub_6_6,deep_6_6_49
case_500,main_6,sub_6_6,deep_6_6_49
case_288,main_6,sub_6_6,deep_6_6_49
case_413,main_6,sub_6_6,deep_6_6_49
case_83,main_6,sub_6_7,deep_6_7_0
case_609,main_6,sub_6_7,deep_6_7_0
case_529,main_6,sub_6_7,deep_6_7_0
case_476,main_6,sub_6_7,deep_6_7_0
case_696,main_6,sub_6_7,deep_6_7_0
case_769,main_6,sub_6_7,deep_6_7_0
