TICKET,MAIN,SUB,DEEP
case_343,main_3,sub_15,deep_13
case_84,main_3,sub_15,deep_13
case_94,main_3,sub_15,deep_13
case_496,main_3,sub_15,deep_13
case_255,main_3,sub_15,deep_13
case_637,main_3,sub_15,deep_13
case_489,main_3,sub_15,deep_13
case_441,main_3,sub_15,deep_13
case_274,main_3,sub_15,deep_13
case_142,main_3,sub_15,deep_13
case_602,main_3,sub_15,deep_13
case_712,main_3,sub_15,deep_13
case_395,main_3,sub_15,deep_14
case_649,main_3,sub_15,deep_14
case_3,main_3,sub_15,deep_14
case_89,main_3,sub_15,deep_14
case_77,main_3,sub_15,deep_14
case_699,main_3,sub_15,deep_14
case_54,main_3,sub_15,deep_14
case_588,main_3,sub_15,deep_14
case_707,main_3,sub_15,deep_14
case_427,main_3,sub_15,deep_14
case_602,main_3,sub_15,deep_14
case_616,main_3,sub_15,deep_14
case_305,main_3,sub_15,deep_14
case_676,main_3,sub_15,deep_14
case_426,main_3,sub_15,deep_15
case_473,main_3,sub_15,deep_15
case_539,main_3,sub_15,deep_15
case_14,main_3,sub_15,deep_15
case_132,main_3,sub_15,deep_16
case_755,main_3,sub_15,deep_16
case_531,main_3,sub_15,deep_16
case_451,main_3,sub_15,deep_16
case_92,main_3,sub_15,deep_16
case_646,main_3,sub_15,deep_16
case_162,main_3,sub_15,deep_16
case_33,main_3,sub_15,deep_16
case_418,main_3,sub_15,deep_16
case_585,main_3,sub_15,deep_16
case_586,main_3,sub_15,deep_16
case_203,main_3,sub_15,deep_16
case_638,main_3,sub_15,deep_17
case_143,main_3,sub_15,deep_17
case_115,main_3,sub_15,deep_17
case_663,main_3,sub_15,deep_17
case_667,main_3,sub_15,deep_18
case_37,main_3,sub_15,deep_18
case_617,main_3,sub_15,deep_18
case_10,main_3,sub_15,deep_18
case_196,main_3,sub_15,deep_18
case_693,main_3,sub_15,deep_18
case_581,main_3,sub_15,deep_18
case_184,main_3,sub_15,deep_18
case_723,main_3,sub_15,deep_19
case_729,main_3,sub_15,deep_19
case_536,main_3,sub_15,deep_19
case_53,main_3,sub_15,deep_19
case_78,main_3,sub_15,deep_19
case_527,main_3,sub_15,deep_19
case_767,main_3,sub_15,deep_19
case_464,main_3,sub_15,deep_19
case_568,main_3,sub_15,deep_19
case_66,main_3,sub_15,deep_19
case_415,main_3,sub_15,deep_19
case_416,main_3,sub_15,deep_19
case_260,main_3,sub_15,deep_19
case_299,main_3,sub_15,deep_19
case_142,main_3,sub_15,deep_19
case_279,main_3,sub_15,deep_19
case_679,main_3,sub_15,deep_19
case_319,main_3,sub_15,deep_19
case_485,main_3,sub_15,deep_20
case_449,main_3,sub_15,deep_20
case_339,main_3,sub_15,deep_20
case_67,main_3,sub_15,deep_20
case_111,main_3,sub_15,deep_20
case_21,main_3,sub_15,deep_20
case_73,main_3,sub_15,deep_20
case_381,main_3,sub_15,deep_20
case_469,main_3,sub_15,deep_20
case_124,main_3,sub_15,deep_20
case_639,main_3,sub_15,deep_20
case_447,main_3,sub_15,deep_20
case_405,main_3,sub_15,deep_20
case_561,main_3,sub_15,deep_20
case_349,main_3,sub_15,deep_20
case_402,main_3,sub_15,deep_20
case_707,main_3,sub_15,deep_21
case_482,main_3,sub_15,deep_21
case_647,main_3,sub_15,deep_21
case_515,main_3,sub_15,deep_21
case_335,main_3,sub_15,deep_21
case_330,main_3,sub_15,deep_21
case_729,main_3,sub_15,deep_21
case_718,main_3,sub_15,deep_21
case_607,main_3,sub_15,deep_21
case_490,main_3,sub_15,deep_21
case_354,main_3,sub_15,deep_21
case_255,main_3,sub_15,deep_21
case_296,main_3,sub_15,deep_22
case_442,main_3,sub_15,deep_22
case_154,main_3,sub_15,deep_22
case_415,main_3,sub_15,deep_22
case_202,main_3,sub_15,deep_22
case_670,main_3,sub_15,deep_22
case_354,main_3,sub_15,deep_23
case_0,main_3,sub_15,deep_23
case_655,main_3,sub_15,deep_23
case_701,main_3,sub_15,deep_23
case_89,main_3,sub_15,deep_23
case_430,main_3,sub_15,deep_23
case_126,main_3,sub_15,deep_23
case_147,main_3,sub_15,deep_23
case_444,main_3,sub_15,deep_24
case_415,main_3,sub_15,deep_24
case_592,main_3,sub_15,deep_24
case_679,main_3,sub_15,deep_24
case_112,main_3,sub_15,deep_24
case_409,main_3,sub_15,deep_24
case_682,main_3,sub_15,deep_24
case_603,main_3,sub_15,deep_24
case_578,main_3,sub_15,deep_24
case_497,main_3,sub_15,deep_24
case_686,main_3,sub_15,deep_24
case_144,main_3,sub_15,deep_24
case_574,main_3,sub_15,deep_24
case_777,main_3,sub_15,deep_24
case_5,main_3,sub_15,deep_24
case_24,main_3,sub_15,deep_24
case_690,main_3,sub_15,deep_24
case_615,main_3,sub_15,deep_24
case_229,main_3,sub_15,deep_25
case_27,main_3,sub_15,deep_25
case_183,main_3,sub_15,deep_25
case_89,main_3,sub_15,deep_25
case_573,main_3,sub_15,deep_25
case_325,main_3,sub_15,deep_25
case_736,main_3,sub_15,deep_25
case_766,main_3,sub_15,deep_25
case_298,main_3,sub_15,deep_25
case_464,main_3,sub_15,deep_25
case_581,main_3,sub_15,deep_26
case_511,main_3,sub_15,deep_26
case_648,main_3,sub_15,deep_27
case_729,main_3,sub_15,deep_27
case_121,main_3,sub_15,deep_28
case_27,main_3,sub_15,deep_28
case_158,main_3,sub_15,deep_28
case_276,main_3,sub_15,deep_28
case_650,main_3,sub_15,deep_28
case_60,main_3,sub_15,deep_28
case_366,main_3,sub_15,deep_28
case_50,main_3,sub_15,deep_28
case_421,main_3,sub_15,deep_28
case_276,main_3,sub_15,deep_28
case_218,main_3,sub_15,deep_28
case_393,main_3,sub_15,deep_28
case_160,main_3,sub_15,deep_28
case_611,main_3,sub_15,deep_28
case_198,main_3,sub_15,deep_28
case_46,main_3,sub_15,deep_28
case_535,main_3,sub_15,deep_28
case_325,main_3,sub_15,deep_28
case_19,main_3,sub_15,deep_29
case_158,main_3,sub_15,deep_29
case_400,main_3,sub_15,deep_29
case_233,main_3,sub_15,deep_29
case_571,main_3,sub_16,deep_0
case_417,main_3,sub_16,deep_0
case_67,main_3,sub_16,deep_1
case_540,main_3,sub_16,deep_1
case_13,main_3,sub_16,deep_2
case_644,main_3,sub_16,deep_2
case_555,main_3,sub_16,deep_2
case_772,main_3,sub_16,deep_2
case_154,main_3,sub_16,deep_2
case_285,main_3,sub_16,deep_2
case_125,main_3,sub_16,deep_2
case_115,main_3,sub_16,deep_2
case_196,main_3,sub_16,deep_2
case_661,main_3,sub_16,deep_2
case_737,main_3,sub_16,deep_2
case_98,main_3,sub_16,deep_2
case_327,main_3,sub_16,deep_2
case_701,main_3,sub_16,deep_2
case_177,main_3,sub_16,deep_2
case_247,main_3,sub_16,deep_2
case_580,main_3,sub_16,deep_3
case_377,main_3,sub_16,deep_3
case_656,main_3,sub_16,deep_3
case_351,main_3,sub_16,deep_3
case_353,main_3,sub_16,deep_4
case_578,main_3,sub_16,deep_4
case_657,main_3,sub_16,deep_4
case_419,main_3,sub_16,deep_4
case_207,main_3,sub_16,deep_4
case_740,main_3,sub_16,deep_4
case_534,main_3,sub_16,deep_4
case_121,main_3,sub_16,deep_4
case_354,main_3,sub_16,deep_4
case_281,main_3,sub_16,deep_4
case_462,main_3,sub_16,deep_4
case_303,main_3,sub_16,deep_4
case_726,main_3,sub_16,deep_4
case_461,main_3,sub_16,deep_4
case_239,main_3,sub_16,deep_4
case_698,main_3,sub_16,deep_4
case_390,main_3,sub_16,deep_4
case_463,main_3,sub_16,deep_4
case_83,main_3,sub_16,deep_5
case_454,main_3,sub_16,deep_5
case_661,main_3,sub_16,deep_5
case_140,main_3,sub_16,deep_5
case_593,main_3,sub_16,deep_5
case_419,main_3,sub_16,deep_5
case_683,main_3,sub_16,deep_5
case_90,main_3,sub_16,deep_5
case_44,main_3,sub_16,deep_5
case_676,main_3,sub_16,deep_5
case_580,main_3,sub_16,deep_5
case_685,main_3,sub_16,deep_5
case_228,main_3,sub_16,deep_6
case_585,main_3,sub_16,deep_6
case_721,main_3,sub_16,deep_6
case_137,main_3,sub_16,deep_6
case_556,main_3,sub_16,deep_6
case_36,main_3,sub_16,deep_6
case_657,main_3,sub_16,deep_6
case_678,main_3,sub_16,deep_6
case_605,main_3,sub_16,deep_6
case_327,main_3,sub_16,deep_6
case_647,main_3,sub_16,deep_6
case_163,main_3,sub_16,deep_6
case_628,main_3,sub_16,deep_6
case_429,main_3,sub_16,deep_6
case_278,main_3,sub_16,deep_6
case_576,main_3,sub_16,deep_6
case_609,main_3,sub_16,deep_6
case_36,main_3,sub_16,deep_6
case_458,main_3,sub_16,deep_7
case_467,main_3,sub_16,deep_7
case_427,main_3,sub_16,deep_7
case_404,main_3,sub_16,deep_7
case_540,main_3,sub_16,deep_7
case_517,main_3,sub_16,deep_7
case_358,main_3,sub_16,deep_7
case_244,main_3,sub_16,deep_7
case_362,main_3,sub_16,deep_7
case_150,main_3,sub_16,deep_7
case_514,main_3,sub_16,deep_7
case_463,main_3,sub_16,deep_7
case_45,main_3,sub_16,deep_7
case_3,main_3,sub_16,deep_7
case_565,main_3,sub_16,deep_7
case_486,main_3,sub_16,deep_7
case_117,main_3,sub_16,deep_7
case_438,main_3,sub_16,deep_7
case_619,main_3,sub_16,deep_8
case_28,main_3,sub_16,deep_8
case_339,main_3,sub_16,deep_9
case_705,main_3,sub_16,deep_9
case_414,main_3,sub_16,deep_9
case_298,main_3,sub_16,deep_9
case_565,main_3,sub_16,deep_9
case_365,main_3,sub_16,deep_9
case_763,main_3,sub_16,deep_9
case_165,main_3,sub_16,deep_9
case_105,main_3,sub_16,deep_9
case_622,main_3,sub_16,deep_9
case_544,main_3,sub_16,deep_9
case_617,main_3,sub_16,deep_9
case_565,main_3,sub_16,deep_9
case_61,main_3,sub_16,deep_9
case_746,main_3,sub_16,deep_10
case_59,main_3,sub_16,deep_10
case_512,main_3,sub_16,deep_10
case_482,main_3,sub_16,deep_10
case_73,main_3,sub_16,deep_10
case_598,main_3,sub_16,deep_10
case_288,main_3,sub_16,deep_10
case_545,main_3,sub_16,deep_10
case_56,main_3,sub_16,deep_10
case_742,main_3,sub_16,deep_10
case_190,main_3,sub_16,deep_10
case_81,main_3,sub_16,deep_10
case_696,main_3,sub_16,deep_10
case_365,main_3,sub_16,deep_10
case_162,main_3,sub_16,deep_11
case_358,main_3,sub_16,deep_11
case_62,main_3,sub_16,deep_11
case_177,main_3,sub_16,deep_11
case_111,main_3,sub_16,deep_11
case_104,main_3,sub_16,deep_11
case_68,main_3,sub_16,deep_11
case_361,main_3,sub_16,deep_11
case_39,main_3,sub_16,deep_11
case_248,main_3,sub_16,deep_11
case_450,main_3,sub_16,deep_11
case_386,main_3,sub_16,deep_11
case_485,main_3,sub_16,deep_11
case_242,main_3,sub_16,deep_11
case_49,main_3,sub_16,deep_11
case_455,main_3,sub_16,deep_11
case_642,main_3,sub_16,deep_11
case_732,main_3,sub_16,deep_11
case_634,main_3,sub_16,deep_12
case_229,main_3,sub_16,deep_12
case_655,main_3,sub_16,deep_12
case_530,main_3,sub_16,deep_12
case_445,main_3,sub_16,deep_12
case_359,main_3,sub_16,deep_12
case_85,main_3,sub_16,deep_12
case_395,main_3,sub_16,deep_12
case_88,main_3,sub_16,deep_12
case_498,main_3,sub_16,deep_12
case_758,main_3,sub_16,deep_12
case_664,main_3,sub_16,deep_12
case_379,main_3,sub_16,deep_12
case_313,main_3,sub_16,deep_12
case_297,main_3,sub_16,deep_12
case_511,main_3,sub_16,deep_12
case_553,main_3,sub_16,deep_13
case_241,main_3,sub_16,deep_13
case_716,main_3,sub_16,deep_13
case_490,main_3,sub_16,deep_13
case_566,main_3,sub_16,deep_13
case_739,main_3,sub_16,deep_13
case_109,main_3,sub_16,deep_13
case_69,main_3,sub_16,deep_13
case_631,main_3,sub_16,deep_14
case_592,main_3,sub_16,deep_14
case_775,main_3,sub_16,deep_14
case_28,main_3,sub_16,deep_14
case_234,main_3,sub_16,deep_15
case_77,main_3,sub_16,deep_15
case_225,main_3,sub_16,deep_15
case_626,main_3,sub_16,deep_15
case_19,main_3,sub_16,deep_15
case_493,main_3,sub_16,deep_15
case_327,main_3,sub_16,deep_15
case_174,main_3,sub_16,deep_15
case_510,main_3,sub_16,deep_15
case_332,main_3,sub_16,deep_15
case_768,main_3,sub_16,deep_16
case_491,main_3,sub_16,deep_16
case_134,main_3,sub_16,deep_16
case_428,main_3,sub_16,deep_16
case_527,main_3,sub_16,deep_17
case_368,main_3,sub_16,deep_17
case_444,main_3,sub_16,deep_17
case_49,main_3,sub_16,deep_17
case_573,main_3,sub_16,deep_17
case_711,main_3,sub_16,deep_17
case_703,main_3,sub_16,deep_18
case_386,main_3,sub_16,deep_18
case_329,main_3,sub_16,deep_18
case_565,main_3,sub_16,deep_18
case_331,main_3,sub_16,deep_18
case_496,main_3,sub_16,deep_18
case_671,main_3,sub_16,deep_18
case_36,main_3,sub_16,deep_18
case_622,main_3,sub_16,deep_19
case_137,main_3,sub_16,deep_19
case_163,main_3,sub_16,deep_19
case_319,main_3,sub_16,deep_19
case_567,main_3,sub_16,deep_19
case_91,main_3,sub_16,deep_19
case_546,main_3,sub_16,deep_19
case_416,main_3,sub_16,deep_19
case_732,main_3,sub_16,deep_19
case_173,main_3,sub_16,deep_19
case_70,main_3,sub_16,deep_19
case_64,main_3,sub_16,deep_19
case_44,main_3,sub_16,deep_19
case_71,main_3,sub_16,deep_19
case_151,main_3,sub_16,deep_19
case_421,main_3,sub_16,deep_19
case_297,main_3,sub_16,deep_19
case_688,main_3,sub_16,deep_19
case_683,main_3,sub_16,deep_20
case_222,main_3,sub_16,deep_20
case_642,main_3,sub_16,deep_20
case_545,main_3,sub_16,deep_20
case_650,main_3,sub_16,deep_20
case_682,main_3,sub_16,deep_20
case_358,main_3,sub_16,deep_21
case_97,main_3,sub_16,deep_21
case_243,main_3,sub_16,deep_21
case_762,main_3,sub_16,deep_21
case_59,main_3,sub_16,deep_21
case_664,main_3,sub_16,deep_21
case_337,main_3,sub_16,deep_21
case_113,main_3,sub_16,deep_21
case_218,main_3,sub_16,deep_21
case_121,main_3,sub_16,deep_21
case_737,main_3,sub_16,deep_21
case_326,main_3,sub_16,deep_21
case_46,main_3,sub_16,deep_22
case_382,main_3,sub_16,deep_22
case_33,main_3,sub_16,deep_22
case_749,main_3,sub_16,deep_22
case_454,main_3,sub_16,deep_22
case_116,main_3,sub_16,deep_22
case_655,main_3,sub_16,deep_22
case_157,main_3,sub_16,deep_22
case_390,main_3,sub_16,deep_23
case_583,main_3,sub_16,deep_23
case_691,main_3,sub_16,deep_23
case_78,main_3,sub_16,deep_23
case_203,main_3,sub_16,deep_23
case_615,main_3,sub_16,deep_23
case_328,main_3,sub_16,deep_23
case_397,main_3,sub_16,deep_23
case_627,main_3,sub_16,deep_23
case_467,main_3,sub_16,deep_23
case_596,main_3,sub_16,deep_24
case_77,main_3,sub_16,deep_24
case_189,main_3,sub_16,deep_25
case_724,main_3,sub_16,deep_25
case_726,main_3,sub_16,deep_26
case_79,main_3,sub_16,deep_26
case_41,main_3,sub_16,deep_26
case_447,main_3,sub_16,deep_26
case_700,main_3,sub_16,deep_27
case_531,main_3,sub_16,deep_27
case_61,main_3,sub_16,deep_27
case_755,main_3,sub_16,deep_27
case_618,main_3,sub_16,deep_27
case_460,main_3,sub_16,deep_27
case_611,main_3,sub_16,deep_27
case_230,main_3,sub_16,deep_27
case_550,main_3,sub_16,deep_27
case_100,main_3,sub_16,deep_27
case_213,main_3,sub_16,deep_28
case_372,main_3,sub_16,deep_28
case_269,main_3,sub_16,deep_28
case_750,main_3,sub_16,deep_28
case_773,main_3,sub_16,deep_28
case_549,main_3,sub_16,deep_28
case_641,main_3,sub_16,deep_28
case_573,main_3,sub_16,deep_28
case_182,main_3,sub_16,deep_28
case_473,main_3,sub_16,deep_28
case_766,main_3,sub_16,deep_29
case_446,main_3,sub_16,deep_29
case_503,main_3,sub_16,deep_29
case_108,main_3,sub_16,deep_29
case_485,main_3,sub_16,deep_29
case_390,main_3,sub_16,deep_29
case_156,main_3,sub_16,deep_29
case_502,main_3,sub_16,deep_29
case_14,main_3,sub_16,deep_29
case_577,main_3,sub_16,deep_29
case_453,main_3,sub_16,deep_29
case_287,main_3,sub_16,deep_29
case_164,main_3,sub_17,deep_0
case_201,main_3,sub_17,deep_0
case_112,main_3,sub_17,deep_0
case_0,main_3,sub_17,deep_0
case_709,main_3,sub_17,deep_0
case_129,main_3,sub_17,deep_0
case_399,main_3,sub_17,deep_0
case_214,main_3,sub_17,deep_0
case_594,main_3,sub_17,deep_0
case_7,main_3,sub_17,deep_0
case_475,main_3,sub_17,deep_0
case_436,main_3,sub_17,deep_0
case_714,main_3,sub_17,deep_0
case_279,main_3,sub_17,deep_0
case_411,main_3,sub_17,deep_1
case_729,main_3,sub_17,deep_1
case_219,main_3,sub_17,deep_1
case_358,main_3,sub_17,deep_1
case_358,main_3,sub_17,deep_1
case_687,main_3,sub_17,deep_1
case_652,main_3,sub_17,deep_1
case_702,main_3,sub_17,deep_1
case_612,main_3,sub_17,deep_1
case_274,main_3,sub_17,deep_1
case_422,main_3,sub_17,deep_1
case_217,main_3,sub_17,deep_1
case_23,main_3,sub_17,deep_1
case_293,main_3,sub_17,deep_1
case_411,main_3,sub_17,deep_1
case_536,main_3,sub_17,deep_1
case_385,main_3,sub_17,deep_2
case_735,main_3,sub_17,deep_2
case_134,main_3,sub_17,deep_2
case_443,main_3,sub_17,deep_2
case_206,main_3,sub_17,deep_2
case_669,main_3,sub_17,deep_2
case_699,main_3,sub_17,deep_2
case_622,main_3,sub_17,deep_2
case_553,main_3,sub_17,deep_2
case_590,main_3,sub_17,deep_2
case_706,main_3,sub_17,deep_2
case_234,main_3,sub_17,deep_2
case_701,main_3,sub_17,deep_2
case_284,main_3,sub_17,deep_2
case_20,main_3,sub_17,deep_3
case_51,main_3,sub_17,deep_3
case_598,main_3,sub_17,deep_3
case_723,main_3,sub_17,deep_3
case_510,main_3,sub_17,deep_3
case_381,main_3,sub_17,deep_3
case_72,main_3,sub_17,deep_3
case_239,main_3,sub_17,deep_3
case_280,main_3,sub_17,deep_3
case_14,main_3,sub_17,deep_3
case_730,main_3,sub_17,deep_3
case_483,main_3,sub_17,deep_3
case_612,main_3,sub_17,deep_3
case_208,main_3,sub_17,deep_3
case_1,main_3,sub_17,deep_3
case_755,main_3,sub_17,deep_3
case_302,main_3,sub_17,deep_3
case_321,main_3,sub_17,deep_3
case_656,main_3,sub_17,deep_4
case_227,main_3,sub_17,deep_4
case_221,main_3,sub_17,deep_4
case_538,main_3,sub_17,deep_4
case_89,main_3,sub_17,deep_4
case_101,main_3,sub_17,deep_4
case_621,main_3,sub_17,deep_4
case_486,main_3,sub_17,deep_4
case_448,main_3,sub_17,deep_4
case_610,main_3,sub_17,deep_4
case_329,main_3,sub_17,deep_5
case_350,main_3,sub_17,deep_5
case_113,main_3,sub_17,deep_5
case_219,main_3,sub_17,deep_5
case_111,main_3,sub_17,deep_6
case_352,main_3,sub_17,deep_6
case_312,main_3,sub_17,deep_6
case_287,main_3,sub_17,deep_6
case_29,main_3,sub_17,deep_6
case_119,main_3,sub_17,deep_6
case_375,main_3,sub_17,deep_6
case_350,main_3,sub_17,deep_6
case_9,main_3,sub_17,deep_7
case_449,main_3,sub_17,deep_7
case_515,main_3,sub_17,deep_7
case_85,main_3,sub_17,deep_7
case_475,main_3,sub_17,deep_7
case_257,main_3,sub_17,deep_7
case_298,main_3,sub_17,deep_7
case_561,main_3,sub_17,deep_7
case_99,main_3,sub_17,deep_7
case_733,main_3,sub_17,deep_7
case_419,main_3,sub_17,deep_8
case_197,main_3,sub_17,deep_8
case_539,main_3,sub_17,deep_8
case_467,main_3,sub_17,deep_8
case_297,main_3,sub_17,deep_8
case_521,main_3,sub_17,deep_8
case_371,main_3,sub_17,deep_8
case_771,main_3,sub_17,deep_8
case_410,main_3,sub_17,deep_8
case_217,main_3,sub_17,deep_8
case_48,main_3,sub_17,deep_8
case_528,main_3,sub_17,deep_8
case_81,main_3,sub_17,deep_9
case_107,main_3,sub_17,deep_9
case_259,main_3,sub_17,deep_9
case_307,main_3,sub_17,deep_9
case_345,main_3,sub_17,deep_9
case_242,main_3,sub_17,deep_9
case_374,main_3,sub_17,deep_9
case_528,main_3,sub_17,deep_9
case_201,main_3,sub_17,deep_9
case_245,main_3,sub_17,deep_9
case_563,main_3,sub_17,deep_10
case_78,main_3,sub_17,deep_10
case_82,main_3,sub_17,deep_10
case_377,main_3,sub_17,deep_10
case_564,main_3,sub_17,deep_10
case_309,main_3,sub_17,deep_10
case_691,main_3,sub_17,deep_10
case_215,main_3,sub_17,deep_10
case_120,main_3,sub_17,deep_10
case_426,main_3,sub_17,deep_10
case_437,main_3,sub_17,deep_10
case_201,main_3,sub_17,deep_10
case_296,main_3,sub_17,deep_10
case_356,main_3,sub_17,deep_10
case_419,main_3,sub_17,deep_10
case_92,main_3,sub_17,deep_10
case_189,main_3,sub_17,deep_11
case_25,main_3,sub_17,deep_11
case_730,main_3,sub_17,deep_11
case_227,main_3,sub_17,deep_11
case_534,main_3,sub_17,deep_11
case_211,main_3,sub_17,deep_11
case_274,main_3,sub_17,deep_11
case_107,main_3,sub_17,deep_11
case_741,main_3,sub_17,deep_11
case_161,main_3,sub_17,deep_11
case_544,main_3,sub_17,deep_12
case_617,main_3,sub_17,deep_12
case_529,main_3,sub_17,deep_12
case_532,main_3,sub_17,deep_12
case_58,main_3,sub_17,deep_12
case_373,main_3,sub_17,deep_12
case_199,main_3,sub_17,deep_12
case_51,main_3,sub_17,deep_12
case_520,main_3,sub_17,deep_12
case_331,main_3,sub_17,deep_12
case_340,main_3,sub_17,deep_12
case_485,main_3,sub_17,deep_12
case_714,main_3,sub_17,deep_12
case_45,main_3,sub_17,deep_12
case_354,main_3,sub_17,deep_12
case_20,main_3,sub_17,deep_12
case_118,main_3,sub_17,deep_12
case_736,main_3,sub_17,deep_12
case_185,main_3,sub_17,deep_13
case_104,main_3,sub_17,deep_13
case_216,main_3,sub_17,deep_13
case_176,main_3,sub_17,deep_13
case_141,main_3,sub_17,deep_13
case_564,main_3,sub_17,deep_13
case_113,main_3,sub_17,deep_13
case_678,main_3,sub_17,deep_13
case_388,main_3,sub_17,deep_14
case_44,main_3,sub_17,deep_14
case_651,main_3,sub_17,deep_14
case_528,main_3,sub_17,deep_14
case_193,main_3,sub_17,deep_14
case_340,main_3,sub_17,deep_14
case_696,main_3,sub_17,deep_14
case_434,main_3,sub_17,deep_14
case_368,main_3,sub_17,deep_14
case_566,main_3,sub_17,deep_14
case_264,main_3,sub_17,deep_14
case_461,main_3,sub_17,deep_14
case_372,main_3,sub_17,deep_14
case_716,main_3,sub_17,deep_14
case_180,main_3,sub_17,deep_14
case_602,main_3,sub_17,deep_14
case_493,main_3,sub_17,deep_14
case_60,main_3,sub_17,deep_14
case_338,main_3,sub_17,deep_15
case_537,main_3,sub_17,deep_15
case_768,main_3,sub_17,deep_15
case_627,main_3,sub_17,deep_15
case_612,main_3,sub_17,deep_15
case_678,main_3,sub_17,deep_15
case_57,main_3,sub_17,deep_15
case_474,main_3,sub_17,deep_15
case_622,main_3,sub_17,deep_15
case_277,main_3,sub_17,deep_15
case_87,main_3,sub_17,deep_16
case_70,main_3,sub_17,deep_16
case_681,main_3,sub_17,deep_16
case_152,main_3,sub_17,deep_16
case_420,main_3,sub_17,deep_16
case_156,main_3,sub_17,deep_16
case_552,main_3,sub_17,deep_16
case_94,main_3,sub_17,deep_16
case_507,main_3,sub_17,deep_16
case_201,main_3,sub_17,deep_16
case_250,main_3,sub_17,deep_17
case_368,main_3,sub_17,deep_17
case_664,main_3,sub_17,deep_17
case_300,main_3,sub_17,deep_17
case_452,main_3,sub_17,deep_18
case_457,main_3,sub_17,deep_18
case_267,main_3,sub_17,deep_18
case_571,main_3,sub_17,deep_18
case_777,main_3,sub_17,deep_18
case_462,main_3,sub_17,deep_18
case_353,main_3,sub_17,deep_18
case_461,main_3,sub_17,deep_18
case_638,main_3,sub_17,deep_18
case_304,main_3,sub_17,deep_18
case_466,main_3,sub_17,deep_18
case_474,main_3,sub_17,deep_18
case_584,main_3,sub_17,deep_18
case_96,main_3,sub_17,deep_18
case_716,main_3,sub_17,deep_18
case_644,main_3,sub_17,deep_18
case_687,main_3,sub_17,deep_18
case_224,main_3,sub_17,deep_18
case_174,main_3,sub_17,deep_19
case_584,main_3,sub_17,deep_19
case_667,main_3,sub_17,deep_20
case_156,main_3,sub_17,deep_20
case_308,main_3,sub_17,deep_20
case_57,main_3,sub_17,deep_20
case_224,main_3,sub_17,deep_20
case_616,main_3,sub_17,deep_20
case_257,main_3,sub_17,deep_20
case_29,main_3,sub_17,deep_20
case_366,main_3,sub_17,deep_20
case_309,main_3,sub_17,deep_20
case_273,main_3,sub_17,deep_20
case_560,main_3,sub_17,deep_20
case_264,main_3,sub_17,deep_21
case_509,main_3,sub_17,deep_21
case_82,main_3,sub_17,deep_21
case_478,main_3,sub_17,deep_21
case_450,main_3,sub_17,deep_21
case_485,main_3,sub_17,deep_21
case_204,main_3,sub_17,deep_21
case_682,main_3,sub_17,deep_21
case_464,main_3,sub_17,deep_21
case_382,main_3,sub_17,deep_21
case_206,main_3,sub_17,deep_21
case_550,main_3,sub_17,deep_21
case_181,main_3,sub_17,deep_21
case_559,main_3,sub_17,deep_21
case_187,main_3,sub_17,deep_22
case_706,main_3,sub_17,deep_22
case_720,main_3,sub_17,deep_22
case_450,main_3,sub_17,deep_22
case_739,main_3,sub_17,deep_22
case_157,main_3,sub_17,deep_22
case_201,main_3,sub_17,deep_22
case_222,main_3,sub_17,deep_22
case_95,main_3,sub_17,deep_22
case_743,main_3,sub_17,deep_22
case_66,main_3,sub_17,deep_22
case_709,main_3,sub_17,deep_22
case_227,main_3,sub_17,deep_22
case_571,main_3,sub_17,deep_22
case_324,main_3,sub_17,deep_22
case_238,main_3,sub_17,deep_22
case_360,main_3,sub_17,deep_23
case_422,main_3,sub_17,deep_23
case_34,main_3,sub_17,deep_23
case_746,main_3,sub_17,deep_23
case_466,main_3,sub_17,deep_23
case_353,main_3,sub_17,deep_23
case_654,main_3,sub_17,deep_23
case_462,main_3,sub_17,deep_23
case_99,main_3,sub_17,deep_24
case_477,main_3,sub_17,deep_24
case_351,main_3,sub_17,deep_24
case_768,main_3,sub_17,deep_24
case_37,main_3,sub_17,deep_24
case_438,main_3,sub_17,deep_24
case_749,main_3,sub_17,deep_25
case_522,main_3,sub_17,deep_25
case_187,main_3,sub_17,deep_25
case_549,main_3,sub_17,deep_25
case_427,main_3,sub_17,deep_25
case_538,main_3,sub_17,deep_25
case_389,main_3,sub_17,deep_25
case_593,main_3,sub_17,deep_25
case_626,main_3,sub_17,deep_25
case_542,main_3,sub_17,deep_25
case_169,main_3,sub_17,deep_25
case_713,main_3,sub_17,deep_25
case_174,main_3,sub_17,deep_25
case_31,main_3,sub_17,deep_25
case_532,main_3,sub_17,deep_26
case_742,main_3,sub_17,deep_26
case_647,main_3,sub_17,deep_26
case_179,main_3,sub_17,deep_26
case_609,main_3,sub_17,deep_26
case_738,main_3,sub_17,deep_26
case_134,main_3,sub_17,deep_27
case_731,main_3,sub_17,deep_27
case_531,main_3,sub_17,deep_28
case_518,main_3,sub_17,deep_28
case_623,main_3,sub_17,deep_28
case_324,main_3,sub_17,deep_28
case_266,main_3,sub_17,deep_28
case_306,main_3,sub_17,deep_28
case_519,main_3,sub_17,deep_28
case_189,main_3,sub_17,deep_28
case_32,main_3,sub_17,deep_28
case_388,main_3,sub_17,deep_28
case_300,main_3,sub_17,deep_28
case_610,main_3,sub_17,deep_28
